"Easy Access to Juvenile Populations"
"Table:    Big Horn County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1996"

"counts","White","Black","American Indian","Asian","Total",
"0","155","0","0","0","155",
"1","147","0","2","0","149",
"2","165","0","0","0","165",
"3","149","0","0","0","149",
"4","155","0","3","0","158",
"5","162","0","5","2","169",
"6","174","0","0","0","174",
"7","164","0","0","0","164",
"8","174","0","0","0","174",
"9","204","0","0","0","204",
"10","190","0","5","1","196",
"11","191","0","1","0","192",
"12","225","0","3","0","228",
"13","215","0","0","0","215",
"14","221","0","0","1","222",
"15","201","0","3","0","204",
"16","234","0","0","0","234",
"17","220","0","2","2","224",
"18 to 20","396","0","6","0","402",
"21 to 24","402","0","0","0","402",
"25 & over","7105","0","37","12","7154",
"Total","11249","0","67","18","11334",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
