"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1990"

"counts","White","Black","American Indian","Asian","Total",
"0","983","16","10","1","1010",
"1","897","8","9","5","919",
"2","871","12","7","1","891",
"3","927","9","10","7","953",
"4","1005","11","7","3","1026",
"5","1031","8","9","7","1055",
"6","1008","10","6","0","1024",
"7","1093","15","7","8","1123",
"8","1048","12","8","3","1071",
"9","1062","10","8","13","1093",
"10","1130","17","11","7","1165",
"11","1040","6","6","3","1055",
"12","957","8","7","6","978",
"13","930","8","9","8","955",
"14","876","9","6","7","898",
"15","931","7","9","7","954",
"16","848","7","4","5","864",
"17","890","10","5","5","910",
"18 to 20","2487","51","24","11","2573",
"21 to 24","2535","18","26","7","2586",
"25 & over","37562","213","262","156","38193",
"Total","60111","465","450","270","61296",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
