"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1995"

"counts","White","Black","American Indian","Asian","Total",
"0","533","7","5","2","547",
"1","569","5","6","3","583",
"2","549","8","13","1","571",
"3","560","12","9","1","582",
"4","560","4","7","1","572",
"5","583","11","6","4","604",
"6","633","8","11","3","655",
"7","641","5","11","4","661",
"8","667","2","4","3","676",
"9","741","2","7","4","754",
"10","732","3","13","1","749",
"11","750","8","8","5","771",
"12","805","5","6","3","819",
"13","854","4","9","2","869",
"14","795","9","10","1","815",
"15","783","13","10","1","807",
"16","779","6","10","5","800",
"17","783","3","8","5","799",
"18 to 20","1838","18","14","17","1887",
"21 to 24","1805","19","20","23","1867",
"25 & over","22950","159","194","158","23461",
"Total","38910","311","381","247","39849",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
