"Easy Access to Juvenile Populations"
"Table:    Converse County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1994"

"counts","White","Black","American Indian","Asian","Total",
"0","156","0","0","0","156",
"1","144","1","4","0","149",
"2","151","2","0","0","153",
"3","165","0","0","0","165",
"4","182","0","4","0","186",
"5","187","2","2","2","193",
"6","162","0","0","0","162",
"7","188","2","2","0","192",
"8","195","0","0","0","195",
"9","228","0","6","1","235",
"10","208","0","0","2","210",
"11","222","0","2","0","224",
"12","229","0","5","0","234",
"13","232","0","0","0","232",
"14","254","3","7","2","266",
"15","220","1","0","1","222",
"16","204","0","4","0","208",
"17","241","0","2","0","243",
"18 to 20","371","0","5","0","376",
"21 to 24","421","0","5","0","426",
"25 & over","7000","4","49","12","7065",
"Total","11360","15","97","20","11492",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
