"Easy Access to Juvenile Populations"
"Table:    Lincoln County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2012"

"counts","White","Black","American Indian","Asian","Total",
"0","244","1","6","0","251",
"1","230","2","0","0","232",
"2","250","0","2","2","254",
"3","263","1","3","0","267",
"4","287","2","3","0","292",
"5","294","4","2","1","301",
"6","288","1","1","4","294",
"7","284","2","6","3","295",
"8","249","4","4","0","257",
"9","272","1","4","1","278",
"10","259","4","3","0","266",
"11","263","1","2","0","266",
"12","281","4","2","1","288",
"13","280","5","2","0","287",
"14","270","2","1","2","275",
"15","266","2","3","2","273",
"16","259","2","3","1","265",
"17","247","4","5","0","256",
"18 to 20","562","12","10","4","588",
"21 to 24","537","9","14","0","560",
"25 & over","11620","100","104","71","11895",
"Total","17505","163","180","92","17940",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
