"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1999"

"counts","White","Black","American Indian","Asian","Total",
"0","294","0","179","1","474",
"1","301","7","181","0","489",
"2","323","0","142","1","466",
"3","301","0","168","0","469",
"4","297","0","156","2","455",
"5","321","2","157","1","481",
"6","353","0","179","0","532",
"7","337","0","195","1","533",
"8","372","0","187","2","561",
"9","404","0","174","2","580",
"10","359","3","153","4","519",
"11","398","0","194","4","596",
"12","409","0","163","1","573",
"13","462","3","188","1","654",
"14","522","0","196","1","719",
"15","462","0","150","1","613",
"16","490","4","174","2","670",
"17","485","0","162","0","647",
"18 to 20","1136","4","451","4","1595",
"21 to 24","979","4","402","11","1396",
"25 & over","19183","20","3432","72","22707",
"Total","28188","47","7383","111","35729",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
