"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2012"

"counts","White","Black","American Indian","Asian","Total",
"0","985","31","26","14","1056",
"1","960","39","34","13","1046",
"2","1018","30","20","8","1076",
"3","1008","29","17","14","1068",
"4","1074","31","20","13","1138",
"5","1085","34","25","16","1160",
"6","1066","32","24","7","1129",
"7","999","23","18","11","1051",
"8","993","22","23","14","1052",
"9","975","24","18","12","1029",
"10","935","13","17","6","971",
"11","941","30","24","11","1006",
"12","926","14","18","10","968",
"13","916","30","18","17","981",
"14","893","26","19","9","947",
"15","873","24","23","9","929",
"16","934","23","18","10","985",
"17","938","22","18","13","991",
"18 to 20","2695","94","59","32","2880",
"21 to 24","4312","109","92","47","4560",
"25 & over","50505","882","663","529","52579",
"Total","75031","1562","1194","815","78602",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
