"Easy Access to Juvenile Populations"
"Table:    Big Horn County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2005"

"counts","White","Black","American Indian","Asian","Total",
"0","160","1","4","0","165",
"1","123","0","3","0","126",
"2","143","2","0","0","145",
"3","143","0","2","0","145",
"4","144","1","1","1","147",
"5","178","0","1","0","179",
"6","143","0","0","1","144",
"7","160","0","0","1","161",
"8","150","1","1","0","152",
"9","145","1","1","0","147",
"10","179","1","4","1","185",
"11","159","2","1","0","162",
"12","167","0","1","0","168",
"13","172","0","1","1","174",
"14","203","1","4","1","209",
"15","204","3","1","1","209",
"16","163","1","1","0","165",
"17","206","1","3","0","210",
"18 to 20","352","7","5","1","365",
"21 to 24","457","4","8","0","469",
"25 & over","7258","18","69","21","7366",
"Total","11009","44","111","29","11193",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
