"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"

"counts","White","Black","American Indian","Asian","Total",
"0","381","4","156","4","545",
"1","383","13","171","3","570",
"2","355","8","235","0","598",
"3","334","7","234","2","577",
"4","358","1","246","2","607",
"5","343","11","258","4","616",
"6","376","5","217","3","601",
"7","383","5","207","3","598",
"8","366","4","230","3","603",
"9","397","6","199","4","606",
"10","356","6","239","1","602",
"11","338","4","214","5","561",
"12","337","5","212","6","560",
"13","351","2","189","4","546",
"14","329","5","195","3","532",
"15","345","7","177","2","531",
"16","337","6","160","2","505",
"17","351","5","155","3","514",
"18 to 20","926","13","446","10","1395",
"21 to 24","1214","15","569","8","1806",
"25 & over","21866","172","4569","162","26769",
"Total","30426","304","9278","234","40242",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
