"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1993"

"counts","White","Black","American Indian","Asian","Total",
"0","546","5","7","2","560",
"1","584","6","8","5","603",
"2","586","4","12","2","604",
"3","619","14","8","2","643",
"4","601","7","8","2","618",
"5","599","12","4","5","620",
"6","679","10","11","3","703",
"7","724","3","11","5","743",
"8","728","2","4","3","737",
"9","816","3","7","6","832",
"10","817","4","13","1","835",
"11","830","3","7","5","845",
"12","844","7","7","2","860",
"13","884","9","10","4","907",
"14","774","9","11","3","797",
"15","739","6","7","2","754",
"16","757","8","9","4","778",
"17","721","4","7","6","738",
"18 to 20","1724","20","15","13","1772",
"21 to 24","1716","20","17","15","1768",
"25 & over","22843","156","191","159","23349",
"Total","39131","312","374","249","40066",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
