"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2011"

"counts","White","Black","American Indian","Asian","Total",
"0","681","12","21","4","718",
"1","816","8","21","6","851",
"2","757","12","17","4","790",
"3","810","7","16","1","834",
"4","789","8","24","2","823",
"5","736","6","16","4","762",
"6","739","2","14","1","756",
"7","726","11","16","4","757",
"8","678","7","21","6","712",
"9","645","7","17","1","670",
"10","685","6","15","4","710",
"11","680","5","12","8","705",
"12","667","6","14","8","695",
"13","683","11","8","2","704",
"14","625","7","13","2","647",
"15","625","7","14","6","652",
"16","632","4","9","2","647",
"17","632","6","15","3","656",
"18 to 20","1631","39","52","10","1732",
"21 to 24","2511","27","49","24","2611",
"25 & over","28407","156","397","202","29162",
"Total","45155","354","781","304","46594",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
