"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Ethnicity = Non Hispanic"

"counts","White","Black","American Indian","Asian","Total",
"0","349","4","144","4","501",
"1","348","12","163","3","526",
"2","319","8","180","0","507",
"3","299","4","163","2","468",
"4","320","1","186","2","509",
"5","302","10","194","3","509",
"6","340","5","200","3","548",
"7","344","3","185","3","535",
"8","334","4","208","3","549",
"9","357","6","183","4","550",
"10","316","4","224","1","545",
"11","294","3","193","5","495",
"12","302","3","193","3","501",
"13","310","2","168","3","483",
"14","303","3","182","3","491",
"15","315","6","161","1","483",
"16","312","5","148","0","465",
"17","325","4","142","2","473",
"18 to 20","826","7","398","8","1239",
"21 to 24","1129","13","532","8","1682",
"25 & over","20903","150","4219","152","25424",
"Total","28647","257","8366","213","37483",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
