"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2006"

"counts","White","Black","American Indian","Asian","Total",
"0","292","3","6","0","301",
"1","308","1","6","3","318",
"2","327","2","7","1","337",
"3","332","3","7","3","345",
"4","295","2","6","3","306",
"5","279","2","11","2","294",
"6","324","3","10","0","337",
"7","272","4","4","2","282",
"8","288","0","4","2","294",
"9","280","3","8","1","292",
"10","284","3","10","1","298",
"11","292","3","5","2","302",
"12","321","2","9","1","333",
"13","378","3","6","1","388",
"14","307","1","12","4","324",
"15","362","4","16","5","387",
"16","378","4","12","3","397",
"17","403","3","9","1","416",
"18 to 20","1025","13","24","14","1076",
"21 to 24","1231","12","22","18","1283",
"25 & over","18708","57","224","123","19112",
"Total","26686","128","418","190","27422",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
