"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2012"

"counts","White","Black","American Indian","Asian","Total",
"0","564","20","16","6","606",
"1","634","7","12","10","663",
"2","644","19","14","5","682",
"3","707","17","12","10","746",
"4","753","14","12","8","787",
"5","721","20","14","4","759",
"6","708","17","11","5","741",
"7","676","11","17","5","709",
"8","641","10","12","9","672",
"9","646","14","18","7","685",
"10","634","13","11","8","666",
"11","619","11","13","8","651",
"12","618","13","16","4","651",
"13","618","8","8","3","637",
"14","603","10","12","4","629",
"15","606","12","11","3","632",
"16","569","14","10","8","601",
"17","562","13","8","3","586",
"18 to 20","1668","46","42","27","1783",
"21 to 24","2354","70","43","31","2498",
"25 & over","27551","486","364","301","28702",
"Total","43096","845","676","469","45086",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
