"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2009"

"counts","White","Black","American Indian","Asian","Total",
"0","419","9","6","12","446",
"1","361","21","5","10","397",
"2","368","10","4","13","395",
"3","369","11","6","7","393",
"4","308","9","10","18","345",
"5","319","12","13","4","348",
"6","282","8","3","6","299",
"7","277","5","5","9","296",
"8","303","8","7","9","327",
"9","279","3","3","8","293",
"10","240","10","5","4","259",
"11","278","9","3","8","298",
"12","266","9","1","12","288",
"13","318","4","1","6","329",
"14","259","4","4","8","275",
"15","292","6","3","6","307",
"16","305","6","4","22","337",
"17","308","14","7","5","334",
"18 to 20","4495","91","46","99","4731",
"21 to 24","5469","104","57","220","5850",
"25 & over","18189","235","177","595","19196",
"Total","33704","588","370","1081","35743",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
