"Easy Access to Juvenile Populations"
"Table:    Converse County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Sex = Male"

"counts","White","Black","American Indian","Asian","Total",
"0","109","2","3","1","115",
"1","113","5","2","0","120",
"2","96","3","2","0","101",
"3","92","1","3","1","97",
"4","106","3","1","0","110",
"5","79","2","1","1","83",
"6","84","1","2","0","87",
"7","113","1","1","1","116",
"8","101","4","1","0","106",
"9","93","3","3","3","102",
"10","114","2","2","0","118",
"11","100","3","3","0","106",
"12","89","0","2","0","91",
"13","76","1","3","0","80",
"14","96","0","3","1","100",
"15","96","0","0","0","96",
"16","101","0","2","0","103",
"17","97","2","3","0","102",
"18 to 20","203","4","2","0","209",
"21 to 24","324","0","1","2","327",
"25 & over","4663","57","66","31","4817",
"Total","6945","94","106","41","7186",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
