"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1990"

"counts","White","Black","American Indian","Asian","Total",
"0","1187","63","17","13","1280",
"1","1080","57","7","20","1164",
"2","1068","57","12","15","1152",
"3","1107","60","9","15","1191",
"4","1097","44","11","15","1167",
"5","1136","51","10","17","1214",
"6","1074","53","12","13","1152",
"7","1113","40","9","15","1177",
"8","1079","33","9","12","1133",
"9","1116","57","11","10","1194",
"10","1133","56","16","21","1226",
"11","1047","35","10","17","1109",
"12","1010","34","13","8","1065",
"13","1014","39","8","11","1072",
"14","936","33","15","22","1006",
"15","1013","40","5","13","1071",
"16","959","35","10","14","1018",
"17","986","40","8","29","1063",
"18 to 20","2953","126","35","48","3162",
"21 to 24","3874","180","40","55","4149",
"25 & over","43449","1159","304","498","45410",
"Total","69431","2292","571","881","73175",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
