"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2007"

"counts","White","Black","American Indian","Asian","Total",
"0","1023","19","48","6","1096",
"1","953","27","12","6","998",
"2","999","23","14","7","1043",
"3","986","46","13","8","1053",
"4","940","28","19","11","998",
"5","901","34","26","17","978",
"6","923","25","34","15","997",
"7","806","23","21","11","861",
"8","880","15","15","3","913",
"9","834","24","9","7","874",
"10","914","26","16","6","962",
"11","840","20","11","11","882",
"12","951","18","15","7","991",
"13","895","21","28","6","950",
"14","952","23","17","14","1006",
"15","944","18","12","7","981",
"16","979","11","27","6","1023",
"17","1121","7","22","5","1155",
"18 to 20","2777","55","45","31","2908",
"21 to 24","4003","69","97","45","4214",
"25 & over","46113","486","538","345","47482",
"Total","69734","1018","1039","574","72365",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
