"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"

"counts","White","Black","American Indian","Asian","Total",
"0","1102","34","24","24","1184",
"1","1053","41","13","10","1117",
"2","1096","37","36","20","1189",
"3","1055","34","33","14","1136",
"4","987","35","20","20","1062",
"5","1026","43","23","28","1120",
"6","1063","35","13","24","1135",
"7","1005","24","19","34","1082",
"8","1069","30","21","21","1141",
"9","1152","24","20","18","1214",
"10","1046","30","21","9","1106",
"11","1033","24","20","7","1084",
"12","1024","18","21","18","1081",
"13","998","25","20","11","1054",
"14","936","19","13","7","975",
"15","960","26","27","13","1026",
"16","935","19","18","8","980",
"17","946","19","21","23","1009",
"18 to 20","2506","96","67","42","2711",
"21 to 24","3773","97","105","54","4029",
"25 & over","52458","795","756","595","54604",
"Total","77223","1505","1311","1000","81039",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
