"Easy Access to Juvenile Populations"
"Table:    Uinta County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2011"

"counts","White","Black","American Indian","Asian","Total",
"0","299","9","8","4","320",
"1","319","6","6","5","336",
"2","326","6","5","2","339",
"3","351","4","2","0","357",
"4","354","4","4","0","362",
"5","344","3","3","4","354",
"6","334","1","5","3","343",
"7","369","1","9","2","381",
"8","340","3","4","2","349",
"9","370","4","4","4","382",
"10","335","4","4","4","347",
"11","351","4","5","0","360",
"12","330","3","3","4","340",
"13","353","2","7","3","365",
"14","343","1","2","2","348",
"15","313","2","5","3","323",
"16","302","4","5","1","312",
"17","344","4","5","4","357",
"18 to 20","724","14","17","5","760",
"21 to 24","825","6","12","7","850",
"25 & over","12746","54","160","73","13033",
"Total","20372","139","275","132","20918",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
