"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1999"

"counts","White","Black","American Indian","Asian","Total",
"0","168","0","0","2","170",
"1","185","0","0","1","186",
"2","179","2","0","0","181",
"3","174","0","6","0","180",
"4","180","0","0","0","180",
"5","187","2","5","0","194",
"6","181","0","3","0","184",
"7","192","0","0","2","194",
"8","198","3","9","1","211",
"9","200","0","0","3","203",
"10","205","4","6","4","219",
"11","198","5","5","0","208",
"12","225","3","0","4","232",
"13","242","0","0","0","242",
"14","257","0","0","3","260",
"15","259","2","0","16","277",
"16","271","0","0","3","274",
"17","284","0","0","2","286",
"18 to 20","572","10","16","4","602",
"21 to 24","725","10","13","3","751",
"25 & over","10268","66","107","55","10496",
"Total","15350","107","170","103","15730",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
