"Easy Access to Juvenile Populations"
"Table:    Uinta County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2010"

"counts","White","Black","American Indian","Asian","Total",
"0","328","4","8","4","344",
"1","340","3","5","3","351",
"2","359","3","2","1","365",
"3","355","2","2","0","359",
"4","336","2","2","3","343",
"5","344","3","5","4","356",
"6","366","3","8","2","379",
"7","342","3","3","1","349",
"8","362","7","3","3","375",
"9","335","5","2","2","344",
"10","350","6","3","2","361",
"11","340","4","4","5","353",
"12","355","3","7","2","367",
"13","342","1","3","1","347",
"14","322","1","4","4","331",
"15","315","5","4","0","324",
"16","354","3","7","3","367",
"17","333","6","4","2","345",
"18 to 20","707","11","18","4","740",
"21 to 24","850","1","11","6","868",
"25 & over","12861","40","157","76","13134",
"Total","20596","116","262","128","21102",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
