"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1997"

"counts","White","Black","American Indian","Asian","Total",
"0","834","5","8","4","851",
"1","882","11","6","9","908",
"2","805","11","12","2","830",
"3","860","16","15","8","899",
"4","873","15","10","4","902",
"5","892","16","12","4","924",
"6","919","8","13","1","941",
"7","947","21","8","7","983",
"8","947","8","11","3","969",
"9","929","16","16","10","971",
"10","1046","22","13","4","1085",
"11","1020","12","7","4","1043",
"12","1061","10","18","8","1097",
"13","1049","14","14","9","1086",
"14","1067","10","22","4","1103",
"15","1143","11","18","7","1179",
"16","1054","7","10","5","1076",
"17","1121","14","8","5","1148",
"18 to 20","3130","43","33","22","3228",
"21 to 24","3180","34","40","23","3277",
"25 & over","41019","258","366","169","41812",
"Total","64778","562","660","312","66312",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
