"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2003"

"counts","White","Black","American Indian","Asian","Total",
"0","318","3","6","1","328",
"1","278","2","8","3","291",
"2","286","1","11","2","300",
"3","335","2","9","2","348",
"4","249","1","5","1","256",
"5","284","1","3","3","291",
"6","290","3","10","1","304",
"7","277","2","9","1","289",
"8","291","3","5","2","301",
"9","321","2","7","2","332",
"10","366","2","5","2","375",
"11","303","3","9","1","316",
"12","331","2","9","0","342",
"13","375","4","9","1","389",
"14","380","0","14","5","399",
"15","403","4","12","4","423",
"16","387","3","14","2","406",
"17","429","2","11","3","445",
"18 to 20","1104","12","25","7","1148",
"21 to 24","1207","8","27","11","1253",
"25 & over","18030","37","234","101","18402",
"Total","26244","97","442","155","26938",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
