"Easy Access to Juvenile Populations"
"Table:    Sublette County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1993"

"counts","White","Black","American Indian","Asian","Total",
"0","62","0","0","0","62",
"1","70","0","3","2","75",
"2","69","0","0","0","69",
"3","74","0","0","0","74",
"4","75","0","0","0","75",
"5","64","0","3","0","67",
"6","68","0","0","0","68",
"7","83","0","0","0","83",
"8","78","0","3","0","81",
"9","79","0","0","0","79",
"10","81","0","7","0","88",
"11","105","0","0","0","105",
"12","87","0","0","0","87",
"13","96","0","0","0","96",
"14","81","0","0","0","81",
"15","86","0","0","0","86",
"16","85","0","0","0","85",
"17","74","0","0","0","74",
"18 to 20","149","0","0","0","149",
"21 to 24","173","0","5","0","178",
"25 & over","3396","2","22","2","3422",
"Total","5135","2","43","4","5184",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
