"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1998"

"counts","White","Black","American Indian","Asian","Total",
"0","447","0","7","2","456",
"1","498","2","10","3","513",
"2","516","2","3","0","521",
"3","454","0","5","0","459",
"4","489","2","5","0","496",
"5","502","0","7","0","509",
"6","534","0","8","2","544",
"7","526","0","10","0","536",
"8","561","6","4","2","573",
"9","576","0","12","8","596",
"10","550","4","12","4","570",
"11","575","0","6","0","581",
"12","638","0","9","8","655",
"13","661","0","17","5","683",
"14","656","0","8","0","664",
"15","716","2","6","7","731",
"16","693","3","13","1","710",
"17","639","1","16","4","660",
"18 to 20","1369","4","18","0","1391",
"21 to 24","1581","3","22","11","1617",
"25 & over","18753","10","167","57","18987",
"Total","31934","39","365","114","32452",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
