"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2001"

"counts","White","Black","American Indian","Asian","Total",
"0","253","3","239","1","496",
"1","290","1","161","0","452",
"2","302","3","192","1","498",
"3","303","3","173","1","480",
"4","297","2","128","1","428",
"5","291","3","163","0","457",
"6","307","2","142","2","453",
"7","350","1","184","1","536",
"8","336","3","155","1","495",
"9","362","4","167","2","535",
"10","369","1","197","1","568",
"11","367","2","156","3","528",
"12","396","3","206","3","608",
"13","388","1","171","3","563",
"14","443","0","164","2","609",
"15","472","1","169","1","643",
"16","461","3","150","2","616",
"17","467","1","163","0","631",
"18 to 20","1141","4","424","6","1575",
"21 to 24","1044","3","419","13","1479",
"25 & over","19394","33","3548","93","23068",
"Total","28033","77","7471","137","35718",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
