"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2008"

"counts","White","Black","American Indian","Asian","Total",
"0","996","23","55","8","1082",
"1","998","25","21","11","1055",
"2","1040","30","13","5","1088",
"3","992","32","9","12","1045",
"4","964","35","20","13","1032",
"5","967","36","18","11","1032",
"6","920","21","31","17","989",
"7","927","28","28","12","995",
"8","816","17","12","4","849",
"9","940","17","8","10","975",
"10","884","29","17","10","940",
"11","883","25","14","14","936",
"12","871","19","15","5","910",
"13","938","26","25","10","999",
"14","944","18","16","11","989",
"15","944","20","13","7","984",
"16","975","15","18","5","1013",
"17","997","10","30","12","1049",
"18 to 20","2942","66","48","33","3089",
"21 to 24","3991","74","92","45","4202",
"25 & over","47006","476","584","363","48429",
"Total","70935","1042","1087","618","73682",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
