"Easy Access to Juvenile Populations"
"Table:    Teton County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2009"

"counts","White","Black","American Indian","Asian","Total",
"0","261","2","2","2","267",
"1","287","3","3","1","294",
"2","252","2","3","3","260",
"3","284","1","2","3","290",
"4","198","3","4","4","209",
"5","209","1","3","2","215",
"6","207","3","2","2","214",
"7","205","1","2","6","214",
"8","197","2","3","5","207",
"9","167","0","1","7","175",
"10","230","2","4","8","244",
"11","174","2","2","1","179",
"12","216","3","2","7","228",
"13","190","1","1","2","194",
"14","201","1","1","9","212",
"15","236","1","2","6","245",
"16","184","0","2","3","189",
"17","210","2","5","2","219",
"18 to 20","426","7","6","11","450",
"21 to 24","1252","5","16","18","1291",
"25 & over","15067","53","122","194","15436",
"Total","20653","95","188","296","21232",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
