"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2010"

"counts","White","Black","American Indian","Asian","Total",
"0","216","4","3","3","226",
"1","229","3","1","0","233",
"2","222","1","1","2","226",
"3","226","2","2","3","233",
"4","203","5","1","4","213",
"5","215","5","4","3","227",
"6","215","3","0","1","219",
"7","189","3","1","0","193",
"8","186","3","7","2","198",
"9","195","5","6","2","208",
"10","194","6","4","1","205",
"11","201","0","6","1","208",
"12","189","2","3","1","195",
"13","186","2","2","2","192",
"14","179","2","4","2","187",
"15","182","0","6","1","189",
"16","187","1","5","1","194",
"17","183","0","2","0","185",
"18 to 20","438","8","8","3","457",
"21 to 24","723","10","19","10","762",
"25 & over","10531","100","155","101","10887",
"Total","15289","165","240","143","15837",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
