"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1990"

"counts","White","Black","American Indian","Asian","Total",
"0","386","5","3","12","406",
"1","356","11","6","20","393",
"2","368","2","5","10","385",
"3","375","0","5","5","385",
"4","377","7","3","10","397",
"5","380","3","3","9","395",
"6","372","4","6","4","386",
"7","371","4","5","8","388",
"8","372","7","4","1","384",
"9","379","4","9","7","399",
"10","395","3","5","1","404",
"11","345","2","3","7","357",
"12","332","5","3","8","348",
"13","320","3","6","5","334",
"14","292","0","5","4","301",
"15","304","2","8","5","319",
"16","321","0","4","2","327",
"17","314","6","2","8","330",
"18 to 20","3920","57","19","56","4052",
"21 to 24","3835","31","26","100","3992",
"25 & over","15633","101","108","355","16197",
"Total","29747","257","238","637","30879",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
