"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2014"

"counts","White","Black","American Indian","Asian","Total",
"0","706","11","18","6","741",
"1","700","16","25","11","752",
"2","730","13","17","8","768",
"3","687","12","25","5","729",
"4","844","13","16","10","883",
"5","775","9","17","8","809",
"6","845","11","12","0","868",
"7","818","14","19","0","851",
"8","753","8","15","4","780",
"9","734","5","14","5","758",
"10","751","8","15","4","778",
"11","665","8","15","8","696",
"12","636","12","14","3","665",
"13","672","8","14","4","698",
"14","700","9","26","9","744",
"15","659","4","16","6","685",
"16","667","12","15","3","697",
"17","639","6","16","3","664",
"18 to 20","1485","40","41","8","1574",
"21 to 24","2566","54","64","26","2710",
"25 & over","29456","218","458","259","30391",
"Total","46488","491","872","390","48241",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
