"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"

"counts","White","Black","American Indian","Asian","Total",
"0","180","4","8","2","194",
"1","205","8","7","2","222",
"2","164","3","1","1","169",
"3","193","4","12","0","209",
"4","195","3","2","1","201",
"5","228","4","5","1","238",
"6","208","5","5","1","219",
"7","216","1","2","2","221",
"8","210","7","2","2","221",
"9","207","5","3","4","219",
"10","212","5","3","1","221",
"11","181","2","3","4","190",
"12","198","6","0","1","205",
"13","201","2","1","1","205",
"14","175","5","5","0","185",
"15","186","0","6","3","195",
"16","192","5","1","2","200",
"17","194","2","6","5","207",
"18 to 20","451","10","6","5","472",
"21 to 24","690","17","17","13","737",
"25 & over","10194","170","203","121","10688",
"Total","14880","268","298","172","15618",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
