"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Ethnicity = Non Hispanic"

"counts","White","Black","American Indian","Asian","Total",
"0","967","29","15","18","1029",
"1","917","31","10","6","964",
"2","964","31","18","18","1031",
"3","916","28","16","13","973",
"4","863","26","6","19","914",
"5","898","40","14","20","972",
"6","937","26","5","18","986",
"7","891","18","15","30","954",
"8","951","29","7","18","1005",
"9","985","21","12","16","1034",
"10","928","21","11","8","968",
"11","908","21","10","4","943",
"12","924","14","11","17","966",
"13","893","20","9","10","932",
"14","846","16","5","5","872",
"15","863","24","13","8","908",
"16","835","15","7","7","864",
"17","855","12","11","19","897",
"18 to 20","2225","88","44","39","2396",
"21 to 24","3332","80","60","49","3521",
"25 & over","49256","677","538","536","51007",
"Total","71154","1267","837","878","74136",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
