"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1993"

"counts","White","Black","American Indian","Asian","Total",
"0","451","0","7","4","462",
"1","493","3","11","4","511",
"2","516","1","5","0","522",
"3","520","0","9","0","529",
"4","535","1","9","0","545",
"5","548","0","10","0","558",
"6","578","0","4","1","583",
"7","588","0","12","0","600",
"8","601","2","6","1","610",
"9","620","0","11","5","636",
"10","655","4","10","7","676",
"11","632","0","9","0","641",
"12","666","0","16","4","686",
"13","661","0","14","2","677",
"14","628","0","7","0","635",
"15","611","1","6","5","623",
"16","583","3","6","1","593",
"17","542","2","10","1","555",
"18 to 20","1105","1","12","0","1118",
"21 to 24","1308","4","29","9","1350",
"25 & over","17207","18","161","48","17434",
"Total","30048","40","364","92","30544",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
