"Easy Access to Juvenile Populations"
"Table:    Teton County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2001"

"counts","White","Black","American Indian","Asian","Total",
"0","190","2","3","2","197",
"1","179","1","0","1","181",
"2","177","2","1","3","183",
"3","177","2","0","0","179",
"4","184","0","2","1","187",
"5","171","2","1","4","178",
"6","197","2","0","3","202",
"7","176","3","1","0","180",
"8","174","1","1","1","177",
"9","201","1","0","1","203",
"10","217","0","0","2","219",
"11","215","1","0","2","218",
"12","232","1","0","2","235",
"13","208","0","0","1","209",
"14","215","0","1","2","218",
"15","210","0","1","0","211",
"16","236","0","2","1","239",
"17","240","1","1","3","245",
"18 to 20","537","1","3","4","545",
"21 to 24","1151","4","7","11","1173",
"25 & over","13067","28","79","100","13274",
"Total","18354","52","103","144","18653",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
