"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1993"

"counts","White","Black","American Indian","Asian","Total",
"0","354","2","4","15","375",
"1","343","11","5","16","375",
"2","357","2","5","10","374",
"3","365","0","6","5","376",
"4","345","10","4","11","370",
"5","342","6","3","7","358",
"6","337","6","7","2","352",
"7","353","3","4","9","369",
"8","358","7","4","1","370",
"9","371","5","4","8","388",
"10","393","5","5","2","405",
"11","365","3","3","7","378",
"12","364","8","5","10","387",
"13","372","5","10","5","392",
"14","341","0","7","3","351",
"15","343","8","9","4","364",
"16","352","0","6","1","359",
"17","343","6","2","6","357",
"18 to 20","3954","59","24","54","4091",
"21 to 24","4473","48","31","123","4675",
"25 & over","16179","108","123","351","16761",
"Total","31004","302","271","650","32227",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
