"Easy Access to Juvenile Populations"
"Table:    Johnson County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"

"counts","White","Black","American Indian","Asian","Total",
"0","79","0","1","2","82",
"1","71","1","1","0","73",
"2","94","3","3","2","102",
"3","86","0","3","1","90",
"4","87","5","4","3","99",
"5","106","5","8","2","121",
"6","88","2","10","4","104",
"7","107","3","5","3","118",
"8","100","3","5","4","112",
"9","115","1","3","1","120",
"10","118","2","5","0","125",
"11","119","2","2","1","124",
"12","106","0","2","0","108",
"13","85","3","2","0","90",
"14","102","2","2","1","107",
"15","94","1","1","0","96",
"16","95","2","3","0","100",
"17","92","1","2","0","95",
"18 to 20","209","3","4","2","218",
"21 to 24","282","3","6","4","295",
"25 & over","5923","75","57","52","6107",
"Total","8158","117","129","82","8486",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
