"Easy Access to Juvenile Populations"
"Table:    Uinta County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2007"

"counts","White","Black","American Indian","Asian","Total",
"0","342","3","17","1","363",
"1","320","2","2","2","326",
"2","289","2","2","1","294",
"3","347","2","1","1","351",
"4","329","3","2","5","339",
"5","345","3","4","9","361",
"6","312","2","6","0","320",
"7","319","2","8","1","330",
"8","351","5","3","3","362",
"9","290","5","0","2","297",
"10","319","3","3","3","328",
"11","326","4","6","4","340",
"12","349","2","5","0","356",
"13","331","1","3","0","335",
"14","302","2","6","3","313",
"15","302","3","5","0","310",
"16","360","3","6","3","372",
"17","358","3","6","1","368",
"18 to 20","750","7","21","3","781",
"21 to 24","917","1","8","3","929",
"25 & over","12165","39","130","62","12396",
"Total","19723","97","244","107","20171",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
