"Easy Access to Juvenile Populations"
"Table:    Sublette County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2002"

"counts","White","Black","American Indian","Asian","Total",
"0","77","1","1","0","79",
"1","51","1","1","0","53",
"2","66","1","0","0","67",
"3","71","1","1","0","73",
"4","72","0","2","1","75",
"5","82","0","0","0","82",
"6","76","0","1","0","77",
"7","61","0","0","0","61",
"8","97","0","1","0","98",
"9","87","1","1","0","89",
"10","90","0","2","0","92",
"11","82","1","2","2","87",
"12","94","0","1","0","95",
"13","112","1","1","0","114",
"14","95","0","0","0","95",
"15","93","0","0","1","94",
"16","102","0","0","0","102",
"17","83","0","0","0","83",
"18 to 20","209","1","1","1","212",
"21 to 24","207","0","2","4","213",
"25 & over","4392","14","24","18","4448",
"Total","6299","22","41","27","6389",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
