"Easy Access to Juvenile Populations"
"Table:    Big Horn County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Sex = Female"

"counts","White","Black","American Indian","Asian","Total",
"0","64","2","2","0","68",
"1","75","0","2","0","77",
"2","66","0","0","0","66",
"3","76","1","2","0","79",
"4","73","0","1","0","74",
"5","74","2","1","3","80",
"6","76","3","1","0","80",
"7","80","0","1","1","82",
"8","86","0","0","0","86",
"9","98","0","2","0","100",
"10","92","1","0","0","93",
"11","110","0","0","0","110",
"12","83","1","0","0","84",
"13","89","1","0","2","92",
"14","83","2","0","0","85",
"15","83","0","3","2","88",
"16","100","2","2","1","105",
"17","93","2","1","0","96",
"18 to 20","199","1","2","0","202",
"21 to 24","202","5","7","5","219",
"25 & over","3888","38","61","13","4000",
"Total","5790","61","88","27","5966",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
