"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2006"

"counts","White","Black","American Indian","Asian","Total",
"0","621","23","12","2","658",
"1","609","14","15","3","641",
"2","567","13","9","4","593",
"3","634","14","7","4","659",
"4","562","8","17","9","596",
"5","536","17","13","5","571",
"6","535","4","7","4","550",
"7","542","14","7","8","571",
"8","528","6","6","6","546",
"9","540","8","8","7","563",
"10","497","6","11","3","517",
"11","491","12","8","3","514",
"12","522","11","7","3","543",
"13","552","8","11","6","577",
"14","590","8","9","5","612",
"15","609","7","8","4","628",
"16","578","7","11","5","601",
"17","542","6","14","6","568",
"18 to 20","1751","33","29","23","1836",
"21 to 24","2491","43","39","37","2610",
"25 & over","24013","255","283","244","24795",
"Total","38310","517","531","391","39749",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
