"Easy Access to Juvenile Populations"
"Table:    Goshen County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2009"

"counts","White","Black","American Indian","Asian","Total",
"0","151","3","1","0","155",
"1","113","2","1","2","118",
"2","132","4","0","2","138",
"3","139","3","2","0","144",
"4","101","1","2","1","105",
"5","150","1","0","0","151",
"6","159","1","1","2","163",
"7","120","1","3","1","125",
"8","137","2","0","0","139",
"9","146","1","3","1","151",
"10","141","2","1","0","144",
"11","145","0","1","0","146",
"12","150","1","5","1","157",
"13","155","2","2","2","161",
"14","143","4","2","2","151",
"15","162","4","2","0","168",
"16","153","3","2","0","158",
"17","179","2","4","0","185",
"18 to 20","637","13","9","7","666",
"21 to 24","571","12","8","1","592",
"25 & over","8901","44","73","32","9050",
"Total","12685","106","122","54","12967",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
