"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1994"

"counts","White","Black","American Indian","Asian","Total",
"0","266","0","2","0","268",
"1","261","1","4","4","270",
"2","278","0","4","0","282",
"3","286","0","4","0","290",
"4","292","0","8","3","303",
"5","307","2","7","2","318",
"6","329","0","4","2","335",
"7","358","0","2","0","360",
"8","338","0","7","0","345",
"9","373","0","4","0","377",
"10","399","0","4","1","404",
"11","403","0","4","1","408",
"12","426","3","7","0","436",
"13","412","2","2","0","416",
"14","444","0","12","7","463",
"15","438","1","11","1","451",
"16","401","0","6","4","411",
"17","434","0","2","6","442",
"18 to 20","970","11","12","0","993",
"21 to 24","891","0","19","10","920",
"25 & over","16553","10","146","55","16764",
"Total","24859","30","271","96","25256",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
