"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2000"

"counts","White","Black","American Indian","Asian","Total",
"0","784","17","11","5","817",
"1","856","16","10","7","889",
"2","790","19","15","4","828",
"3","843","22","15","7","887",
"4","844","17","11","5","877",
"5","862","18","13","1","894",
"6","888","13","15","4","920",
"7","861","14","10","6","891",
"8","921","12","18","1","952",
"9","906","13","20","7","946",
"10","1035","22","16","3","1076",
"11","943","16","14","4","977",
"12","955","16","18","7","996",
"13","992","12","17","6","1027",
"14","984","11","22","5","1022",
"15","1098","13","16","10","1137",
"16","1001","8","11","3","1023",
"17","1077","11","10","6","1104",
"18 to 20","3226","48","46","20","3340",
"21 to 24","3291","39","46","26","3402",
"25 & over","41660","300","433","205","42598",
"Total","64817","657","787","342","66603",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
