"Easy Access to Juvenile Populations"
"Table:    Converse County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2014"

"counts","White","Black","American Indian","Asian","Total",
"0","195","6","6","0","207",
"1","178","4","6","1","189",
"2","217","6","6","0","229",
"3","164","3","1","0","168",
"4","197","5","4","1","207",
"5","208","6","2","1","217",
"6","178","2","2","0","182",
"7","195","4","2","2","203",
"8","199","6","7","1","213",
"9","215","3","3","1","222",
"10","171","5","5","0","181",
"11","173","3","3","1","180",
"12","190","4","7","1","202",
"13","182","2","0","2","186",
"14","194","1","0","5","200",
"15","196","5","4","1","206",
"16","187","2","3","0","192",
"17","175","1","3","0","179",
"18 to 20","441","10","6","3","460",
"21 to 24","666","13","6","8","693",
"25 & over","9232","91","115","56","9494",
"Total","13753","182","191","84","14210",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
