"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2001"

"counts","White","Black","American Indian","Asian","Total",
"0","263","3","7","1","274",
"1","312","2","6","3","323",
"2","236","1","7","0","244",
"3","279","2","4","0","285",
"4","296","2","7","1","306",
"5","253","1","6","3","263",
"6","280","3","7","1","291",
"7","324","2","11","2","339",
"8","358","3","8","2","371",
"9","296","2","7","2","307",
"10","333","2","6","2","343",
"11","348","1","7","1","357",
"12","371","2","6","1","380",
"13","389","3","8","1","401",
"14","384","0","15","7","406",
"15","426","2","11","4","443",
"16","474","3","18","7","502",
"17","452","2","9","5","468",
"18 to 20","1075","9","24","2","1110",
"21 to 24","1081","3","26","8","1118",
"25 & over","17757","28","213","94","18092",
"Total","25987","76","413","147","26623",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
