"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Sex = Female"

"counts","White","Black","American Indian","Asian","Total",
"0","142","3","3","5","153",
"1","141","1","4","5","151",
"2","158","3","6","5","172",
"3","146","1","5","5","157",
"4","128","2","1","2","133",
"5","158","2","4","9","173",
"6","168","2","4","1","175",
"7","180","2","6","0","188",
"8","185","1","4","4","194",
"9","187","2","5","1","195",
"10","183","2","2","0","187",
"11","149","2","4","0","155",
"12","155","3","5","0","163",
"13","158","2","5","0","165",
"14","164","1","1","1","167",
"15","173","4","5","0","182",
"16","196","0","5","2","203",
"17","165","1","1","0","167",
"18 to 20","502","9","13","10","534",
"21 to 24","648","4","13","7","672",
"25 & over","10396","101","117","119","10733",
"Total","14482","148","213","176","15019",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
