"Easy Access to Juvenile Populations"
"Table:    Weston County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2013"

"counts","White","Black","American Indian","Asian","Total",
"0","86","3","3","0","92",
"1","76","1","2","0","79",
"2","83","0","1","0","84",
"3","91","3","2","1","97",
"4","91","2","1","1","95",
"5","72","4","1","0","77",
"6","64","3","2","0","69",
"7","87","1","3","0","91",
"8","102","1","2","0","105",
"9","99","2","2","0","103",
"10","82","1","4","1","88",
"11","72","1","2","1","76",
"12","85","0","1","0","86",
"13","69","3","0","1","73",
"14","75","0","4","0","79",
"15","85","2","2","1","90",
"16","87","2","4","0","93",
"17","70","2","2","0","74",
"18 to 20","221","1","8","3","233",
"21 to 24","290","5","6","0","301",
"25 & over","4936","36","79","27","5078",
"Total","6923","73","131","36","7163",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
