"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Sex = Female"

"counts","White","Black","American Indian","Asian","Total",
"0","185","2","76","2","265",
"1","190","4","83","1","278",
"2","174","3","98","0","275",
"3","150","1","141","0","292",
"4","166","0","115","0","281",
"5","173","3","99","2","277",
"6","182","2","127","2","313",
"7","183","2","103","2","290",
"8","191","1","119","2","313",
"9","205","2","93","2","302",
"10","168","2","130","0","300",
"11","150","3","85","1","239",
"12","167","3","110","2","282",
"13","161","1","103","3","268",
"14","167","1","102","2","272",
"15","152","6","90","2","250",
"16","151","3","70","1","225",
"17","160","1","70","1","232",
"18 to 20","439","8","202","6","655",
"21 to 24","558","7","288","3","856",
"25 & over","11015","69","2417","100","13601",
"Total","15087","124","4721","134","20066",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
