"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2011"

"counts","White","Black","American Indian","Asian","Total",
"0","325","5","7","9","346",
"1","348","4","6","1","359",
"2","313","2","9","1","325",
"3","374","3","9","3","389",
"4","372","6","6","2","386",
"5","361","4","7","1","373",
"6","343","5","2","2","352",
"7","339","3","7","1","350",
"8","374","4","7","2","387",
"9","329","1","9","1","340",
"10","328","4","7","3","342",
"11","362","3","13","2","380",
"12","341","4","5","3","353",
"13","335","3","10","1","349",
"14","349","6","7","1","363",
"15","307","5","8","3","323",
"16","334","7","10","5","356",
"17","364","3","12","3","382",
"18 to 20","1045","24","31","15","1115",
"21 to 24","1176","18","19","15","1228",
"25 & over","20007","93","228","159","20487",
"Total","28426","207","419","233","29285",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
