"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2008"

"counts","White","Black","American Indian","Asian","Total",
"0","655","16","32","5","708",
"1","711","14","14","7","746",
"2","689","18","12","4","723",
"3","594","13","8","4","619",
"4","620","16","13","10","659",
"5","673","14","12","5","704",
"6","624","6","17","8","655",
"7","562","18","16","8","604",
"8","567","11","3","9","590",
"9","578","9","5","10","602",
"10","607","8","18","3","636",
"11","590","11","15","5","621",
"12","529","10","7","5","551",
"13","536","14","8","6","564",
"14","561","14","11","9","595",
"15","556","12","7","5","580",
"16","603","7","10","5","625",
"17","594","8","18","10","630",
"18 to 20","1676","32","30","21","1759",
"21 to 24","2596","52","38","38","2724",
"25 & over","25624","294","298","247","26463",
"Total","40745","597","592","424","42358",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
