"Easy Access to Juvenile Populations"
"Table:    Converse County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1990"

"counts","White","Black","American Indian","Asian","Total",
"0","180","0","0","0","180",
"1","161","2","3","0","166",
"2","168","1","0","0","169",
"3","174","0","0","0","174",
"4","198","0","3","0","201",
"5","217","2","2","2","223",
"6","194","0","0","0","194",
"7","211","1","3","0","215",
"8","207","0","0","0","207",
"9","245","0","7","2","254",
"10","226","0","0","1","227",
"11","219","0","2","0","221",
"12","214","0","5","0","219",
"13","199","0","0","0","199",
"14","225","1","3","3","232",
"15","195","1","0","1","197",
"16","178","0","6","0","184",
"17","213","0","2","0","215",
"18 to 20","357","0","6","0","363",
"21 to 24","371","0","3","0","374",
"25 & over","6588","4","48","15","6655",
"Total","10940","12","93","24","11069",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
