"Easy Access to Juvenile Populations"
"Table:    Sheridan County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2014"

"counts","White","Black","American Indian","Asian","Total",
"0","334","6","13","9","362",
"1","290","6","5","9","310",
"2","308","5","6","2","321",
"3","346","5","9","12","372",
"4","354","6","7","2","369",
"5","334","3","6","0","343",
"6","377","5","11","3","396",
"7","381","5","7","2","395",
"8","356","4","3","3","366",
"9","327","5","6","3","341",
"10","348","8","6","3","365",
"11","351","12","6","3","372",
"12","322","10","3","1","336",
"13","327","5","8","2","342",
"14","379","6","9","2","396",
"15","351","5","6","2","364",
"16","357","5","12","2","376",
"17","362","8","9","0","379",
"18 to 20","987","28","33","21","1069",
"21 to 24","1270","33","37","14","1354",
"25 & over","20439","190","250","187","21066",
"Total","28900","360","452","282","29994",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
