"Easy Access to Juvenile Populations"
"Table:    Uinta County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2002"

"counts","White","Black","American Indian","Asian","Total",
"0","299","3","7","0","309",
"1","284","1","4","1","290",
"2","299","1","2","0","302",
"3","305","0","0","1","306",
"4","319","5","2","3","329",
"5","318","2","4","3","327",
"6","336","2","3","2","343",
"7","281","4","5","3","293",
"8","330","3","2","1","336",
"9","291","1","2","2","296",
"10","322","3","2","1","328",
"11","341","1","3","4","349",
"12","396","1","7","1","405",
"13","359","0","3","1","363",
"14","383","1","9","3","396",
"15","380","1","11","0","392",
"16","414","1","5","2","422",
"17","410","1","5","2","418",
"18 to 20","945","2","18","2","967",
"21 to 24","889","0","8","4","901",
"25 & over","11334","16","115","50","11515",
"Total","19235","49","217","86","19587",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
