"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2013"

"counts","White","Black","American Indian","Asian","Total",
"0","372","13","4","23","412",
"1","391","14","16","21","442",
"2","358","12","4","15","389",
"3","353","17","4","5","379",
"4","363","16","8","11","398",
"5","342","21","9","9","381",
"6","338","11","7","13","369",
"7","330","6","5","8","349",
"8","298","8","6","7","319",
"9","281","12","7","7","307",
"10","254","5","3","6","268",
"11","272","9","8","13","302",
"12","287","5","4","13","309",
"13","242","4","7","8","261",
"14","247","5","4","7","263",
"15","273","6","4","12","295",
"16","295","11","5","15","326",
"17","292","20","6","13","331",
"18 to 20","3791","90","19","149","4049",
"21 to 24","6760","194","110","219","7283",
"25 & over","18722","486","233","763","20204",
"Total","34861","965","473","1337","37636",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
