"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Ethnicity = Hispanic"

"counts","White","Black","American Indian","Asian","Total",
"0","43","2","4","0","49",
"1","36","2","4","0","42",
"2","41","1","2","0","44",
"3","55","3","2","0","60",
"4","49","1","1","0","51",
"5","41","1","0","0","42",
"6","50","1","1","0","52",
"7","53","2","4","0","59",
"8","52","3","3","2","60",
"9","63","1","4","0","68",
"10","55","3","4","3","65",
"11","58","0","3","0","61",
"12","46","4","1","0","51",
"13","49","3","3","0","55",
"14","42","0","4","3","49",
"15","48","0","3","1","52",
"16","43","1","2","1","47",
"17","35","2","0","2","39",
"18 to 20","273","6","6","5","290",
"21 to 24","467","26","36","3","532",
"25 & over","1655","51","98","34","1838",
"Total","3254","113","185","54","3606",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
