"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2010"

"counts","White","Black","American Indian","Asian","Total",
"0","802","7","18","2","829",
"1","784","6","18","4","812",
"2","805","6","16","2","829",
"3","788","6","21","5","820",
"4","766","6","16","3","791",
"5","746","4","15","1","766",
"6","723","8","19","4","754",
"7","661","3","18","7","689",
"8","648","9","15","2","674",
"9","660","9","12","4","685",
"10","672","6","13","6","697",
"11","683","4","13","8","708",
"12","693","10","9","4","716",
"13","633","9","13","2","657",
"14","623","7","13","6","649",
"15","629","4","10","2","645",
"16","638","7","14","5","664",
"17","624","8","16","5","653",
"18 to 20","1673","31","46","16","1766",
"21 to 24","2616","17","40","22","2695",
"25 & over","28044","126","383","194","28747",
"Total","44911","293","738","304","46246",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
