"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1994"

"counts","White","Black","American Indian","Asian","Total",
"0","179","0","0","1","180",
"1","196","0","6","0","202",
"2","194","4","0","0","198",
"3","191","0","4","0","195",
"4","216","0","0","0","216",
"5","222","4","9","0","235",
"6","219","0","1","0","220",
"7","227","0","0","2","229",
"8","227","2","9","2","240",
"9","242","0","0","3","245",
"10","262","4","4","4","274",
"11","274","3","7","0","284",
"12","293","4","0","1","298",
"13","285","0","0","0","285",
"14","307","0","0","4","311",
"15","275","1","0","4","280",
"16","277","0","0","0","277",
"17","290","0","1","3","294",
"18 to 20","546","5","11","3","565",
"21 to 24","709","4","10","6","729",
"25 & over","10210","57","86","40","10393",
"Total","15841","88","148","73","16150",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
