"Easy Access to Juvenile Populations"
"Table:    Weston County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2007"

"counts","White","Black","American Indian","Asian","Total",
"0","76","0","3","1","80",
"1","67","1","0","1","69",
"2","70","1","2","1","74",
"3","67","2","3","0","72",
"4","73","1","1","0","75",
"5","75","2","2","0","79",
"6","90","0","2","0","92",
"7","74","1","2","1","78",
"8","80","2","2","1","85",
"9","84","0","1","0","85",
"10","73","1","0","1","75",
"11","72","0","3","0","75",
"12","72","0","2","0","74",
"13","92","1","2","0","95",
"14","73","0","1","0","74",
"15","94","0","3","0","97",
"16","102","0","2","0","104",
"17","94","1","0","0","95",
"18 to 20","241","1","8","1","251",
"21 to 24","351","4","3","1","359",
"25 & over","4843","17","69","16","4945",
"Total","6863","35","111","24","7033",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
