"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2007"

"counts","White","Black","American Indian","Asian","Total",
"0","373","7","6","9","395",
"1","346","15","4","8","373",
"2","321","11","6","11","349",
"3","302","13","7","5","327",
"4","287","10","6","13","316",
"5","278","4","5","12","299",
"6","268","9","4","7","288",
"7","264","6","5","10","285",
"8","224","7","6","10","247",
"9","285","7","2","9","303",
"10","268","10","6","5","289",
"11","247","7","4","6","264",
"12","247","18","2","6","273",
"13","261","5","3","4","273",
"14","278","5","6","9","298",
"15","295","5","5","4","309",
"16","281","7","6","11","305",
"17","305","12","7","4","328",
"18 to 20","4293","75","39","83","4490",
"21 to 24","5733","98","58","196","6085",
"25 & over","16884","204","185","489","17762",
"Total","32040","535","372","911","33858",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
