"Easy Access to Juvenile Populations"
"Table:    Sweetwater County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2007"

"counts","White","Black","American Indian","Asian","Total",
"0","662","20","32","2","716",
"1","673","22","8","4","707",
"2","578","14","15","5","612",
"3","597","16","11","4","628",
"4","700","14","10","6","730",
"5","605","13","14","11","643",
"6","566","10","13","5","594",
"7","554","14","12","8","588",
"8","569","9","3","9","590",
"9","566","12","9","3","590",
"10","569","8","16","3","596",
"11","524","12","6","2","544",
"12","514","8","7","3","532",
"13","569","13","12","3","597",
"14","552","10","12","8","582",
"15","604","8","6","3","621",
"16","599","9","7","9","624",
"17","545","6","17","7","575",
"18 to 20","1754","29","29","22","1834",
"21 to 24","2571","40","36","38","2685",
"25 & over","25076","276","298","232","25882",
"Total","39947","563","573","387","41470",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
