"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2013"

"counts","White","Black","American Indian","Asian","Total",
"0","184","4","10","1","199",
"1","195","1","2","0","198",
"2","209","4","4","4","221",
"3","204","6","5","1","216",
"4","206","1","2","0","209",
"5","221","5","3","3","232",
"6","216","3","1","2","222",
"7","195","6","3","2","206",
"8","185","4","6","4","199",
"9","197","5","2","1","205",
"10","201","2","1","2","206",
"11","188","2","6","2","198",
"12","194","1","8","2","205",
"13","190","5","4","1","200",
"14","207","3","5","3","218",
"15","191","2","2","1","196",
"16","188","1","3","2","194",
"17","171","1","3","2","177",
"18 to 20","470","12","14","4","500",
"21 to 24","751","21","21","15","808",
"25 & over","10295","195","188","112","10790",
"Total","15058","284","293","164","15799",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
