"Easy Access to Juvenile Populations"
"Table:    Converse County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2003"

"counts","White","Black","American Indian","Asian","Total",
"0","152","0","2","1","155",
"1","137","2","3","1","143",
"2","151","1","1","0","153",
"3","154","2","3","0","159",
"4","152","2","3","0","157",
"5","155","3","2","0","160",
"6","161","1","1","0","163",
"7","173","3","4","1","181",
"8","174","1","0","0","175",
"9","157","2","2","1","162",
"10","176","4","2","2","184",
"11","203","2","3","0","208",
"12","184","5","3","0","192",
"13","213","1","1","2","217",
"14","202","4","2","1","209",
"15","185","0","0","1","186",
"16","252","0","2","1","255",
"17","234","2","3","2","241",
"18 to 20","475","1","5","3","484",
"21 to 24","490","0","5","2","497",
"25 & over","7842","8","75","26","7951",
"Total","12022","44","122","44","12232",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
